title,content,description,language,source,published_at,USD_TRY_impact,GAU_TRY_impact,BIST100_impact,BTC_TRY_impact
Istanbul stock exchange hits new record high,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-05-31 06:50:36.833391,-0.15167517838925604,0.1537294009445625,1.381762645177125,0.6746336318851325
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-05-30 21:06:36.833391,-0.6618942006868089,-0.23794270168022252,0.8423873442658729,2.051453215358859
Turkish economy shows signs of recovery in latest GDP data,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,en,Haberturk,2025-06-13 02:50:36.833391,0.027621654643465998,0.850926747169181,1.2384321174333777,0.20076178123832
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-01 02:57:36.833391,-0.6623766060297609,2.78825536912069,1.6693713185165078,1.3756395503341285
Central bank governor signals potential rate cuts ahead,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-06-20 12:03:36.833391,0.07370546445670641,-0.21001676238311012,0.5546031834791574,0.20161435246644915
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-18 03:38:36.833391,0.427890802808604,-0.18511362175227947,-0.3337718357059212,0.9372334494127973
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-05-30 04:03:36.833391,-1.5557085842209524,1.975201646570655,2.9044986277517615,1.358473997301224
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-05-30 06:24:36.833391,-1.7408762488038036,1.1581303618786194,3.0407377457232267,2.064534529349541
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-10 08:49:36.833391,0.7721077333182012,-0.04843811074009976,-0.38623755520290454,0.016888560980712695
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-21 14:48:36.833391,1.3052023373804553,0.012786586713043002,-1.2883432902418148,-0.24959192678661657
Istanbul stock exchange hits new record high,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-27 07:23:36.833391,-2.41514440480366,0.9160716152004491,2.731604738222079,1.423575916908886
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Haberturk,2025-05-31 01:29:36.833391,2.352368816123053,1.2569401379425038,-2.355691374010225,0.010156417291906972
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-18 14:55:36.833391,-1.1907604284630886,0.34169096263823284,3.327028907240451,2.1121242601127106
Turkish lira strengthens against dollar after policy announcement,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-05-31 03:11:36.833391,0.723012824759658,0.004224533236153747,0.6562448146704408,0.2840808031310771
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-06-12 08:44:36.833391,-0.11064487641499327,1.4512785806741653,0.23342636446525855,0.5971417813781041
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Anadolu Agency,2025-05-29 00:29:36.833391,-2.515378607338103,0.6959798407569164,3.1098208341288927,1.8452737127228107
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-06-04 15:47:36.833391,0.05463985425811745,0.6649562260084819,-0.3353531670206097,-0.36915486074081527
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,Haberturk,2025-06-24 04:28:36.833391,-0.6483684499207818,1.1493606332707964,1.4279325390816187,0.4447369240690684
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Hurriyet,2025-06-16 18:58:36.833391,-0.6885412872825547,-0.1136369527223234,-0.8283604731586688,0.16854272593050046
Turkish Central Bank raises interest rates to combat inflation,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,BBC,2025-05-27 13:06:36.833391,-0.9188089598271548,1.7338216142863774,2.396587154093125,1.1525359054710662
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,en,BBC,2025-06-04 16:29:36.833391,-1.4162290381689957,0.07321447128785563,2.5325869157984826,2.0982392253957007
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-05-27 12:03:36.833391,-0.060667743461092716,0.8611115593464351,-0.016265196421600292,-0.03457759549988726
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-05 12:14:36.833391,0.45495728042174943,0.7289871131741272,-1.9317587793411755,0.05977438695470988
New trade agreement signed between Turkey and EU,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-01 18:44:36.833391,-0.31067325853181105,0.3953379092213723,1.6494965139439564,1.2867207290249891
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,tr,Anadolu Agency,2025-06-14 09:05:36.833391,-2.423768327275828,1.3753140345100088,2.394638307177647,1.042777482419509
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,Haberturk,2025-05-31 21:11:36.833391,-0.4010127826070092,-0.051408508819004634,-0.0730005479334062,0.48746727210503626
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,Bloomberg,2025-06-13 09:03:36.833391,-2.3003883313226137,0.9771103331296339,3.920497837123301,1.4839598351457086
Turkish economy shows signs of recovery in latest GDP data,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-06-26 13:34:36.833391,-2.6120027302482214,0.7161532804142359,2.6796988304125158,2.9488511444561896
Turkish economy shows signs of recovery in latest GDP data,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-17 05:40:36.833391,-0.010987351725403993,0.09853123014256499,1.007247723162944,1.3239293093975117
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,BBC,2025-06-12 23:18:36.833391,0.9250279728278838,0.29942714502984025,-0.7853959253473923,-0.5186603459931454
Turkish tourism industry bounces back strongly,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-11 03:16:36.833391,-1.6602192860993037,0.31175913205275274,2.690790913303556,2.031648044254368
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Anadolu Agency,2025-06-07 07:07:36.833391,0.6853878315413922,1.5025293377998725,-0.07429978413905014,0.19195133519235255
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-06-14 13:11:36.833391,-0.9014264657979767,0.7226676417823545,1.388995660878477,0.9872918268299948
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,Anadolu Agency,2025-06-22 15:29:36.833391,0.4389794400289954,2.5787348900343487,0.3936294023246818,-0.1389943489651947
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,Bloomberg,2025-06-20 10:34:36.833391,0.2345192594895606,-0.18162339564888755,0.11846898804907434,0.7127948014355295
Erdogan announces new economic reform package,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-06-03 02:59:36.833391,-2.652302938116714,1.6865073958163301,3.1892687630718783,0.14685887697879396
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Hurriyet,2025-06-13 19:19:36.833391,-1.0349926880135116,0.37363611068253133,0.7397876743978996,-0.07991908902331901
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Bloomberg,2025-06-22 19:34:36.833391,-0.3362715833581636,0.5812337789361082,1.3276961984991036,0.6733755935188828
Turkish exports reach all-time high in quarterly results,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-06-07 01:20:36.833391,-1.57950276394173,1.5907869405767299,3.6365728922218836,1.9254872232082167
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-05-31 00:21:36.833391,-0.5410585461566552,0.05496047622669231,1.4244579016660994,0.07019362593629142
Turkish tourism industry bounces back strongly,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-05-31 01:14:36.833391,-1.1830765432487014,0.5927702533762339,2.4918733785762504,1.7261149746687754
Currency volatility increases amid political uncertainty,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-21 15:35:36.833391,0.25628539741639517,1.618731169317803,-0.670826989434855,0.4289758344020993
Erdogan announces new economic reform package,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-05-30 22:13:36.833391,-0.302151676460763,0.4864419916691972,-0.025763132980623486,-0.316481978674107
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-06-05 17:21:36.833391,-1.9349544281525275,0.6218972823646167,1.9212393596819748,0.5677501728575267
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-26 02:03:36.833391,-0.7060905098462078,-0.38698624137275056,1.045439921369647,0.9340961168840306
Istanbul stock exchange hits new record high,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,CNN,2025-05-28 03:42:36.833391,-2.9018205270222066,0.903613797823096,2.710042593281698,1.0663677291268656
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,CNN,2025-06-03 19:58:36.833391,-2.092721928932003,0.7981777100721681,3.055550425148593,0.8609102895328706
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Anadolu Agency,2025-06-08 04:27:36.833391,-1.0080955970207954,2.260105158253212,1.7235848935704805,1.4161909959403736
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-05-27 23:23:36.833391,0.6930032355241802,0.9746275597134707,-0.056974333963396184,-0.3683928222633062
Istanbul stock exchange hits new record high,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-20 14:36:36.833391,-0.14993364736098536,-0.027442153599714747,1.343683501734573,0.7570931033854176
Erdogan announces new economic reform package,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-05-30 12:51:36.833391,-2.0390918502239233,1.1372876388772708,2.996246104495994,1.4030573324005944
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,Bloomberg,2025-05-28 00:23:36.833391,-1.3899291503931746,0.5379534660290645,2.011748382708801,1.2205726462625808
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Anadolu Agency,2025-06-17 12:47:36.833391,2.4524333950066377,1.2020791352964608,-2.65064439398303,-0.36160481420065055
Turkish exports reach all-time high in quarterly results,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-06-08 22:04:36.833391,-1.8120866234964357,0.8696534086170418,2.104138035596031,1.2192048425386697
Turkish manufacturing sector expands for third consecutive month,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-22 06:14:36.833391,-0.9408432018243544,0.9491476227249345,0.2673773808496046,-0.1472337237878515
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,BBC,2025-06-03 02:18:36.833391,-1.825113050988488,1.471749688730294,2.9884568720640696,1.0039814191188747
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,BBC,2025-06-20 00:49:36.833391,0.5467396736243313,-0.5686104428949983,-0.3126966781597023,-0.3518752385931452
Turkish exports reach all-time high in quarterly results,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Haberturk,2025-06-13 16:46:36.833391,-0.2892987505927879,1.0043252256393675,1.582258350682361,0.35329987477718516
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-06-19 16:30:36.833391,-1.0303530202230498,0.9985857734350428,2.0849767385351488,0.9488270131916379
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-07 13:44:36.833391,0.02708383633046607,1.8932949672016817,0.5307108681320278,0.20735365079886886
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-07 19:38:36.833391,0.32570093986869053,1.543145610574036,-1.0668443146730093,1.3155171669172685
Turkish economy shows signs of recovery in latest GDP data,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,Bloomberg,2025-06-21 04:52:36.833391,-0.9919215150543215,0.1561143869356368,0.90657022147004,0.0001578176227033934
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-14 21:47:36.833391,-0.8926389666739593,1.4575731622689991,1.8935592951850397,0.7168901558964763
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,en,Haberturk,2025-05-28 12:26:36.833391,1.0044577530526317,0.15477965568365412,-0.2937246527284256,-0.15335107460363506
Turkish manufacturing sector expands for third consecutive month,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-14 05:00:36.833391,0.12894959203340833,-0.0037020180786076526,-0.3342869859606451,0.198377586968929
Turkish tourism industry bounces back strongly,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-16 14:39:36.833391,-2.3278615685507527,1.8614505758787605,3.3882671615475313,1.189844350371018
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-06-15 06:34:36.833391,-0.684785609070776,1.0887021673083395,1.2309950389134656,1.472712906324904
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-09 23:27:36.833391,0.6857834102984517,0.05370860764314367,-1.6887480596300313,-1.0322983145786155
Turkish tourism industry bounces back strongly,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-05-28 05:10:36.833391,-1.9916033036726424,0.9881076026936775,2.1828401097285344,1.6574680945825913
New trade agreement signed between Turkey and EU,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-06 04:49:36.833391,0.08215937420279773,0.6630335266133586,0.2892789815388759,0.797062189058429
Turkish tourism industry bounces back strongly,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-22 07:02:36.833391,-1.4994457085711632,1.2573915837233658,2.9451146503639496,0.9518495312764859
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Hurriyet,2025-06-16 23:37:36.833391,-0.5231139803038583,2.268872656009975,2.1289765792858364,1.102427597738883
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-05-29 12:53:36.833391,0.27529855381466317,0.42783693646826254,-1.637257258336337,-0.8057488919893652
Erdogan announces new economic reform package,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-06-07 07:59:36.833391,-0.4188791443676465,0.6525058321990321,-0.04581040441228893,0.33011996670762006
Currency volatility increases amid political uncertainty,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,Bloomberg,2025-06-05 18:44:36.833391,0.08054676900496516,0.4495437095227486,-0.6270064886833988,-0.33054973997109993
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-01 09:21:36.833391,-2.198290775089298,1.5283722283364662,3.2074249018306924,1.2041323315055945
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-06 03:02:36.833391,1.051216986876221,0.8974217732742569,-1.0340671939463006,-0.13145765487653513
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-08 18:03:36.833391,-0.9534089777632537,1.7621328050567415,1.8175242980787067,1.778379063421795
Turkish manufacturing sector expands for third consecutive month,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-06-18 16:58:36.833391,-3.2521654322985882,2.50233884147604,2.94183293007032,1.661968575315042
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,BBC,2025-06-21 16:17:36.833391,0.11819531785683068,1.48623109208371,-0.1745386720849235,0.7177275691040828
Turkish economy shows signs of recovery in latest GDP data,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,Anadolu Agency,2025-06-04 02:30:36.833391,-1.694465450249448,1.2720605823158209,3.8525863637583058,1.2054242233561374
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Anadolu Agency,2025-06-11 10:08:36.833391,0.30831392818353354,1.5476839119016121,0.3028766026468716,0.0635247735105714
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-16 20:57:36.833391,0.1858151150417701,2.4068511956396126,-0.5112910149091069,0.6812457421003548
Istanbul stock exchange hits new record high,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-05-27 14:49:36.833391,-0.7036052596250746,0.28144934396240534,1.179563547247124,-0.046613077408819814
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Anadolu Agency,2025-05-31 03:01:36.833391,-0.4461912521004428,0.3463087589145849,0.8288193425789819,-0.12336447656165161
Istanbul stock exchange hits new record high,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Hurriyet,2025-06-25 00:05:36.833391,-1.1090770977012432,0.29526076885241603,1.6033324937492606,0.9921559271718385
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,en,Hurriyet,2025-06-26 12:55:36.833391,-1.4707155923873623,0.8992949824012864,3.006569211861498,1.1453354121352977
Turkish economy shows signs of recovery in latest GDP data,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Haberturk,2025-06-25 23:53:36.833391,-1.0442564820016702,0.9880225086845204,1.45486102514276,0.7852612521257525
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,BBC,2025-06-07 15:27:36.833391,-1.642565087013668,1.1764716993326791,2.3046898778229297,1.3539338584352847
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-17 17:46:36.833391,0.5511196074801292,1.3770322060747278,-1.7117735741082107,0.03533220119322128
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Bloomberg,2025-06-17 17:37:36.833391,-1.7112559769462343,0.8393700347590021,2.7939656661075363,1.161531918824402
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-06-04 11:12:36.833391,2.461941355354959,1.7812716070105183,-1.0873227920648787,-0.16312598392912506
Turkish tourism industry bounces back strongly,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,BBC,2025-06-20 08:01:36.833391,-0.7231373443808331,0.5509337868234687,1.3727780721796166,0.643922606359837
Turkish manufacturing sector expands for third consecutive month,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,BBC,2025-05-27 19:15:36.833391,-2.716427455024618,0.8815808529632219,2.441987940553582,1.5320361797191915
Turkish economy shows signs of recovery in latest GDP data,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-06 03:14:36.833391,-3.074494780137236,1.6821287462566978,2.5945819007792696,2.259330024419183
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-06-18 11:44:36.833391,-1.9171884289602859,0.7311689922870721,3.600659085031592,0.7942329365380797
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Hurriyet,2025-06-09 20:20:36.833391,1.8722855466152644,2.533314224873263,-1.7863208100736396,-0.8716455188375138
Turkish economy shows signs of recovery in latest GDP data,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-11 17:53:36.833391,-0.06603301349051327,0.8697042684895844,-0.2518124540093407,-0.07962629077796923
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,BBC,2025-06-18 11:43:36.833391,-0.03612489467849421,-0.4779269996159643,-0.32311618094245703,-0.2357259144708818
New trade agreement signed between Turkey and EU,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-06 21:39:36.833391,-0.2776977637564768,0.40647979694605,1.152017153587704,-0.05360503219253798
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,CNN,2025-05-29 07:34:36.833391,-0.2062661020931143,-0.3330533224460048,0.7920815058473026,-0.07205291551015736
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-13 09:45:36.833391,0.9088842964267392,0.5441273562641665,-1.7508827165827014,-0.8384998595281261
Turkish tourism industry bounces back strongly,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,Haberturk,2025-06-10 13:25:36.833391,-1.6704284434788121,1.3622237241735449,2.7776743514086104,1.5590245352037817
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,tr,BBC,2025-06-02 14:06:36.833391,-2.1459344913832523,1.185249541000009,2.092484538222866,1.1340304984905798
